X,Y,OBJECTID,OBJECTID_1,ID_RS_Web,BLOCKLOT,Address,DateFiled,ReceiverAppointed,DateAuction,SoldAtAuction,Neighborhood,Council_District,HousingMarketTypology2017
1412957.33650239,598591.581611648,1,723462,5193,0005 011,1663 W NORTH AVE,2018/07/06 00:00:00+00,2018/09/12 00:00:00+00,,,SANDTOWN-WINCHESTER                      ,7,J
1411394.55452298,597151.282654971,2,724204,6379,0018 033,1520 N PAYSON ST,2019/12/19 00:00:00+00,2021/04/07 00:00:00+00,,,EASTERWOOD                               ,7,I
1412880.38521272,595116.15844439,3,726534,4533,0060 005,1008 N MOUNT ST,2016/07/25 00:00:00+00,2016/12/21 00:00:00+00,,,SANDTOWN-WINCHESTER                      ,9,I
1412642.02315664,595187.962106556,4,726549,4450,0060 049,1021 N FULTON AVE,2016/07/25 00:00:00+00,,,,SANDTOWN-WINCHESTER                      ,9,I
1412643.50937414,595174.45425956,5,726550,4534,0060 050,1019 N FULTON AVE,2016/10/24 00:00:00+00,,,,SANDTOWN-WINCHESTER                      ,9,I
1412804.64684714,595086.990851805,6,726566,4462,0060 066,1704 MOSHER ST,2016/07/25 00:00:00+00,,,,SANDTOWN-WINCHESTER                      ,9,I
1413017.20974222,595349.110078231,7,726595,6231,0061 030,1045 N MOUNT ST,2019/08/13 00:00:00+00,,,,SANDTOWN-WINCHESTER                      ,9,I
1413027.69069238,595167.117660061,8,726608,4521,0061 044,1017 N MOUNT ST,2016/07/25 00:00:00+00,2016/12/14 00:00:00+00,2017/10/17 00:00:00+00,,SANDTOWN-WINCHESTER                      ,9,I
1412889.93801513,594974.484843224,9,727178,4519,0073 024,930 N MOUNT ST,2016/07/18 00:00:00+00,,,,SANDTOWN-WINCHESTER                      ,9,I
1412893.63879514,594899.227447808,10,727183,4452,0073 029,920 N MOUNT ST,2016/07/13 00:00:00+00,,,,SANDTOWN-WINCHESTER                      ,9,I
1412894.35106406,594884.477477312,11,727184,4453,0073 030,918 N MOUNT ST,2016/07/13 00:00:00+00,,,,SANDTOWN-WINCHESTER                      ,9,I
1413040.90260822,594842.898164138,12,727217,4467,0074 002,929 N MOUNT ST,2016/07/19 00:00:00+00,,,,SANDTOWN-WINCHESTER                      ,9,I
1414680.86159864,594193.608124137,13,728713,6526,0102 026,1215 W LANVALE ST,2020/02/28 00:00:00+00,,,,HARLEM PARK                              ,9,I
1412547.67656055,593478.686981812,14,729081,6202,0108 010,618 N FULTON AVE,2019/09/04 00:00:00+00,2020/01/15 00:00:00+00,2020/10/27 00:00:00+00,,HARLEM PARK                              ,9,J
1413080.20075797,593397.08445473,15,729211,5380,0110 043,1626 EDMONDSON AVE,2018/02/09 00:00:00+00,2018/07/25 00:00:00+00,,,HARLEM PARK                              ,9,J
1413097.29291539,593397.821001813,16,729212,5379,0110 044,1624 EDMONDSON AVE,2018/02/09 00:00:00+00,2018/07/25 00:00:00+00,,,HARLEM PARK                              ,9,J
1413217.45638897,593429.41969189,17,729219,5377,0110 051,1610 EDMONDSON AVE,2018/02/23 00:00:00+00,2018/04/25 00:00:00+00,,,HARLEM PARK                              ,9,J
1415353.49772055,593617.443594053,18,729393,2552,0114 051,618 N ARLINGTON AVE,2007/12/27 00:00:00+00,,,,HARLEM PARK                              ,9,I
1411209.28717697,592806.854992136,19,729534,4640,0117 003,504 N PULASKI ST,2016/12/14 00:00:00+00,,,,MIDTOWN-EDMONDSON                        ,9,I
1411208.66775563,592820.804111227,20,729535,4639,0117 004,506 N PULASKI ST,2016/12/14 00:00:00+00,2017/02/22 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,MIDTOWN-EDMONDSON                        ,9,I
1410945.62464656,592879.432274804,21,729567,5205,0117 039,2100 W FRANKLIN ST,2017/10/05 00:00:00+00,,,,MIDTOWN-EDMONDSON                        ,9,I
1411336.36599106,593068.292461395,22,729589,4644,0118 021,541 N PULASKI ST,2018/08/03 00:00:00+00,,,,MIDTOWN-EDMONDSON                        ,9,J
1411335.65929955,593083.316053391,23,729590,4510,0118 022,543 N PULASKI ST,2016/10/26 00:00:00+00,,,,MIDTOWN-EDMONDSON                        ,9,J
1413364.43608189,593171.546191901,24,729977,6229,0122 017,534 N GILMOR ST,2019/08/13 00:00:00+00,2020/01/08 00:00:00+00,2021/06/08 00:00:00+00,,HARLEM PARK                              ,9,J
1413174.45647497,592919.969595313,25,730019,6203,0122 060,1624 W FRANKLIN ST,2019/08/13 00:00:00+00,,,,HARLEM PARK                              ,9,J
1413227.85006897,592922.620508641,26,730023,6204,0122 064,1616 W FRANKLIN ST,2019/09/04 00:00:00+00,2019/10/30 00:00:00+00,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,HARLEM PARK                              ,9,J
1413779.61897856,593193.669835314,27,730047,6228,0123 016,530 N STRICKER ST,2019/09/04 00:00:00+00,2020/01/15 00:00:00+00,2021/06/08 00:00:00+00,2021/06/08 00:00:00+00,HARLEM PARK                              ,9,I
1413532.55746481,593111.937715307,28,730068,6233,0123 037,525 N GILMOR ST,2019/09/04 00:00:00+00,2019/12/18 00:00:00+00,2021/06/08 00:00:00+00,,HARLEM PARK                              ,9,I
1413536.55056706,593027.582569063,29,730073,6227,0123 042,515 N GILMOR ST,2019/09/04 00:00:00+00,2019/10/30 00:00:00+00,2021/06/08 00:00:00+00,,HARLEM PARK                              ,9,I
1415372.09709281,593310.22012715,30,730288,2556,0127 049,528 N ARLINGTON AVE,2007/11/09 00:00:00+00,,,,HARLEM PARK                              ,9,I
1415363.41896056,593290.826793224,31,730289,2561,0127 050,526 N ARLINGTON AVE,2007/12/27 00:00:00+00,,,,HARLEM PARK                              ,9,I
1412758.33066681,592383.321718484,32,730808,5151,0149 065,325 N FULTON AVE,2017/12/06 00:00:00+00,,,,FRANKLIN SQUARE                          ,9,J
1413414.14136305,592290.029910311,33,730825,4628,0150 005,308 N GILMOR ST,2016/12/07 00:00:00+00,2019/07/24 00:00:00+00,,,FRANKLIN SQUARE                          ,9,J
1413413.37725697,592307.0105194,34,730826,4894,0150 006,310 N GILMOR ST,2016/12/08 00:00:00+00,2019/07/24 00:00:00+00,,,FRANKLIN SQUARE                          ,9,J
1413967.79051822,592319.96751447,35,730948,6179,0152 007,313 N STRICKER ST,2019/03/22 00:00:00+00,2019/11/06 00:00:00+00,,,FRANKLIN SQUARE                          ,9,J
1414508.86030222,592307.834992811,36,731047,5712,0153 046,1304 W SARATOGA ST,2019/01/25 00:00:00+00,2019/04/10 00:00:00+00,2019/12/10 00:00:00+00,2019/12/10 00:00:00+00,FRANKLIN SQUARE                          ,9,J
1414615.14683506,592093.488964811,37,732081,4649,0168 032,228 N CAREY ST,2016/12/21 00:00:00+00,2017/03/15 00:00:00+00,2017/04/25 00:00:00+00,2017/04/25 00:00:00+00,FRANKLIN SQUARE                          ,9,F
1414613.25740314,592134.377990648,38,732083,4581,0168 034,232 N CAREY ST,2016/09/23 00:00:00+00,2020/10/21 00:00:00+00,,,FRANKLIN SQUARE                          ,9,F
1411872.82357955,591503.931416899,39,732446,4874,0177 020,1947 W LEXINGTON ST,2019/09/11 00:00:00+00,,,,PENROSE/FAYETTE STREET OUTREACH          ,9,J
1411859.1946698,591503.303793475,40,732447,4876,0177 021,1949 W LEXINGTON ST,2019/09/11 00:00:00+00,,,,PENROSE/FAYETTE STREET OUTREACH          ,9,J
1414049.59022339,590920.635011315,41,733575,5141,0197 026,1430 W BALTIMORE ST,2017/08/30 00:00:00+00,2019/02/06 00:00:00+00,2020/12/16 00:00:00+00,,FRANKLIN SQUARE                          ,9,F
1414065.56689747,590921.622214064,42,961294,5177,0197 027,1428 W BALTIMORE ST,2017/08/30 00:00:00+00,2019/08/28 00:00:00+00,,,FRANKLIN SQUARE,9,F
1414089.87491973,590923.09498015,43,961325,5176,0197 028,1424 W BALTIMORE ST,2017/08/30 00:00:00+00,2019/08/28 00:00:00+00,,,FRANKLIN SQUARE,9,F
1414098.51007305,590923.621881977,44,733576,5178,0197 029,1420 W BALTIMORE ST,2017/08/30 00:00:00+00,2019/08/28 00:00:00+00,,,FRANKLIN SQUARE                          ,9,F
1414171.52961205,590926.435524642,45,733577,5138,0197 030,1416 W BALTIMORE ST,2017/08/30 00:00:00+00,2019/08/28 00:00:00+00,,,FRANKLIN SQUARE                          ,9,F
1414862.17061922,590946.513240397,46,733646,5622,0199 001,1220 W BALTIMORE ST,2018/08/10 00:00:00+00,2021/05/26 00:00:00+00,,,POPPLETON                                ,9,I
1411865.70417123,590378.600662306,47,734067,5805,0207 016,27 S PAYSON ST,2019/09/18 00:00:00+00,,,,BOYD-BOOTH                               ,9,J
1414317.04277247,590776.245536312,48,734263,5822,0214 001,1401 W BALTIMORE ST,2018/12/31 00:00:00+00,2019/05/15 00:00:00+00,2020/12/16 00:00:00+00,,FRANKLIN SQUARE                          ,9,E
1414299.42994681,590775.181233972,49,734264,5819,0214 002,1403 W BALTIMORE ST,2018/12/31 00:00:00+00,2019/05/15 00:00:00+00,2020/12/16 00:00:00+00,,FRANKLIN SQUARE                          ,9,E
1414229.16073039,590756.418804318,50,734268,5820,0214 006,1411 W BALTIMORE ST,2018/12/31 00:00:00+00,,,,FRANKLIN SQUARE                          ,9,E
1412709.65655155,590105.332179978,51,734944,5068,0227 048,50 S FULTON AVE,2017/09/14 00:00:00+00,2019/07/17 00:00:00+00,,,CARROLLTON RIDGE                         ,9,I
1412708.57453272,590123.639886141,52,734945,5067,0227 049,48 S FULTON AVE,2017/09/14 00:00:00+00,2019/07/17 00:00:00+00,,,CARROLLTON RIDGE                         ,9,I
1412682.64052947,590212.863460973,53,734950,5074,0227 054,38 S FULTON AVE,2017/08/31 00:00:00+00,,,,CARROLLTON RIDGE                         ,9,I
1412821.16813955,590330.126349807,54,734977,5184,0228 018,1735 HOLLINS ST,2018/04/27 00:00:00+00,,2019/08/13 00:00:00+00,,UNION SQUARE                             ,9,E
1412696.99548763,589829.476104394,55,735726,5063,0243 057,118 S FULTON AVE,2017/06/30 00:00:00+00,,,,CARROLLTON RIDGE                         ,9,I
1412727.48263139,589846.706384897,56,735727,5828,0243 058,116 S FULTON AVE,2018/01/09 00:00:00+00,2018/09/12 00:00:00+00,2020/08/05 00:00:00+00,2020/08/05 00:00:00+00,CARROLLTON RIDGE                         ,9,I
1415543.25685547,590098.676025316,57,736201,5821,0250 063,110 S ARLINGTON AVE,2018/12/31 00:00:00+00,,,,HOLLINS MARKET                           ,9,F
1413346.75304639,589637.111659721,58,736815,3488,0262 011,1621 W PRATT ST,2014/09/22 00:00:00+00,,2017/04/25 00:00:00+00,,NEW SOUTHWEST/MOUNT CLARE                ,9,I
1413552.3723858,589477.706794813,59,736858,5027,0262 056,230 S GILMOR ST,2020/02/14 00:00:00+00,,,,NEW SOUTHWEST/MOUNT CLARE                ,9,I
1413687.69560596,589654.011232227,60,736913,5025,0263 015,205 S GILMOR ST,2017/09/20 00:00:00+00,,,,NEW SOUTHWEST/MOUNT CLARE                ,9,I
1413475.01952213,589289.798706055,61,738068,5104,0277 062,1609 MCHENRY ST,2017/12/14 00:00:00+00,2019/01/16 00:00:00+00,2021/04/13 00:00:00+00,2021/04/13 00:00:00+00,NEW SOUTHWEST/MOUNT CLARE                ,9,J
1416571.68754138,589446.637959316,62,738436,5809,0283 019,855 MCHENRY ST,2019/09/18 00:00:00+00,,,,WASHINGTON VILLAGE/PIGTOWN               ,10,F
1414128.52969806,598495.30949448,63,739318,6435,0298 099,507 SANFORD PL,2019/11/20 00:00:00+00,2021/08/04 00:00:00+00,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,DRUID HEIGHTS                            ,7,I
1413852.93805763,597619.468070313,64,739515,6301,0300C070,1551 N WOODYEAR ST,2019/12/18 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,SANDTOWN-WINCHESTER                      ,7,I
1414509.78648147,597988.272450805,65,739625,6762,0302 058,554 GOLD ST,2021/06/03 00:00:00+00,,,,DRUID HEIGHTS                            ,7,I
1415255.05434789,597938.796827972,66,740156,1676,0314 017,2032 DRUID HILL AVE,2012/07/09 00:00:00+00,,,,DRUID HEIGHTS                            ,11,I
1415709.17647114,597474.675052807,67,740424,6580,0321 001,1900 DRUID HILL AVE,2021/11/19 00:00:00+00,,,,DRUID HEIGHTS                            ,11,I
1415526.05446206,597400.285437807,68,740486,6572,0321 072,1900 ETTING ST,2020/11/19 00:00:00+00,,,,DRUID HEIGHTS                            ,11,I
1415540.52654597,597524.898705646,69,740509,6617,0321 095,1915 ETTING ST,2020/11/19 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,DRUID HEIGHTS                            ,11,I
1415921.59993081,597915.975679398,70,740589,1326,0323 025,1917 MCCULLOH ST,2013/04/25 00:00:00+00,2013/07/11 00:00:00+00,2014/03/25 00:00:00+00,,MADISON PARK                             ,11,E
1416124.16809522,597452.870306388,71,740862,6518,0329 006,1810 MCCULLOH ST,2020/02/03 00:00:00+00,,,,DRUID HEIGHTS                            ,11,E
1416214.11115681,596948.992377147,72,741151,1595,0339 005,1708 DRUID HILL AVE,2012/09/26 00:00:00+00,,2014/02/18 00:00:00+00,,UPTON                                    ,11,H
1416916.09302056,597565.668309137,73,741281,4682,0342 025,1700 EUTAW PL,2016/12/29 00:00:00+00,,,,MADISON PARK                             ,11,C
1416153.74480772,596624.549784556,74,741486,540,0348 027,1633 DIVISION ST,2012/07/09 00:00:00+00,,2013/05/23 00:00:00+00,,UPTON                                    ,11,H
1417047.79551305,596936.483543888,75,741795,2433,0364 013,1524 MADISON AVE,2008/12/24 00:00:00+00,2009/04/22 00:00:00+00,,,MADISON PARK                             ,11,C
1418147.37467872,597763.924802393,76,741874,5625,0368 030,1511 BOLTON ST,2018/04/30 00:00:00+00,,,,BOLTON HILL                              ,11,A
1416748.1159943,596098.116782308,77,742106,6239,0376 022,515 MOSHER ST,2019/09/25 00:00:00+00,,,,UPTON                                    ,11,H
1416853.70305347,595956.62854822,78,742113,6275,0376 029,1411 DIVISION ST,2019/07/02 00:00:00+00,,,,UPTON                                    ,11,H
1417399.13044031,596382.839309976,79,742190,6541,0378 030,1403 MCCULLOH ST,2020/02/25 00:00:00+00,,,,MADISON PARK                             ,11,C
1417493.17027847,596754.917305976,80,742210,2434,0379 020,1421 MADISON AVE,2008/12/24 00:00:00+00,2009/02/17 00:00:00+00,,,MADISON PARK                             ,11,C
1420397.28159621,598929.720699146,81,742439,5414,0387 018,101 W NORTH AVE,2018/02/16 00:00:00+00,,,,CHARLES NORTH                            ,12,C
1420560.80489121,598969.819372222,82,742459,5282,0388 018,27 W NORTH AVE,2017/12/28 00:00:00+00,2020/11/04 00:00:00+00,,,CHARLES NORTH                            ,12,C
1420530.26525414,598968.070031896,83,742460,5505,0388 019,29 W NORTH AVE,2018/06/12 00:00:00+00,,,,CHARLES NORTH                            ,12,C
1421472.33522038,599025.610927314,84,742528,6521,0390 015,131 E NORTH AVE,2019/12/27 00:00:00+00,2021/06/09 00:00:00+00,,,GREENMOUNT WEST                          ,12,C
1421958.10426196,598467.794457644,85,743230,1971,0410 038,1708 GUILFORD AVE,2012/04/12 00:00:00+00,,,,GREENMOUNT WEST                          ,12,C
1421846.80002263,598392.847757146,86,743239,2478,0410 047,206 E LANVALE ST,2008/06/28 00:00:00+00,,,,GREENMOUNT WEST                          ,12,C
1421432.46587755,598177.054225475,87,743807,2366,0428 013,1621 SAINT PAUL ST,2009/08/28 00:00:00+00,2011/01/18 00:00:00+00,,,CHARLES NORTH                            ,12,E
1416504.33728239,594025.963446304,88,743880,6082,0430 035,836 HARLEM AVE,2019/05/01 00:00:00+00,,,,UPTON                                    ,11,G
1416532.11905096,594026.494285136,89,743882,6083,0430 037,832 HARLEM AVE,2019/05/01 00:00:00+00,2020/03/11 00:00:00+00,2021/09/28 00:00:00+00,2021/09/28 00:00:00+00,UPTON                                    ,11,G
1416514.52426989,593845.916890398,90,744107,6081,0452 028,827 HARLEM AVE,2019/05/01 00:00:00+00,2020/03/11 00:00:00+00,2021/09/28 00:00:00+00,2021/09/28 00:00:00+00,UPTON                                    ,11,E
1416456.80784988,593842.554364309,91,744111,6084,0452 032,835 HARLEM AVE,2019/05/01 00:00:00+00,2020/09/23 00:00:00+00,2021/09/28 00:00:00+00,2021/09/28 00:00:00+00,UPTON                                    ,11,E
1416283.97059713,593853.517268896,92,744123,6679,0452 044,859 HARLEM AVE,2021/06/03 00:00:00+00,,,,UPTON                                    ,11,E
1421761.25229347,594823.345381722,93,747125,2415,0518 005,812 N CALVERT ST,2008/12/22 00:00:00+00,,,,MOUNT VERNON                             ,12,Rental Market 1
1419238.00045022,593273.27072598,94,747567,7085,0547A009,420 W FRANKLIN ST,2020/11/19 00:00:00+00,,,,SETON HILL                               ,11,E
1419854.8853713,592901.012940317,95,747886,4680,0562 020,400 N HOWARD ST,2017/03/02 00:00:00+00,2019/07/31 00:00:00+00,,,DOWNTOWN                                 ,11,Rental Market 1
1419430.61751905,592702.87390089,96,748064,5285,0576 036,320 N EUTAW ST,2017/09/27 00:00:00+00,2018/09/12 00:00:00+00,,,DOWNTOWN                                 ,11,Rental Market 1
1419403.72420014,592384.374865979,97,748366,1364,0595 025,411 W SARATOGA ST,2013/04/04 00:00:00+00,2013/06/13 00:00:00+00,,,DOWNTOWN                                 ,11,Rental Market 1
1419887.44534555,591074.653732151,98,748875,2933,0643 008,311 W BALTIMORE ST,2013/10/29 00:00:00+00,,,,DOWNTOWN                                 ,11,B
1411919.94028322,588205.183093145,99,749907,1368,0703 010,2019 WILKENS AVE,2013/05/13 00:00:00+00,2014/07/10 00:00:00+00,,,CARROLLTON RIDGE                         ,9,J
1412263.06558122,588218.888446316,100,749965,4690,0704 021,510 S MONROE ST,2016/09/19 00:00:00+00,2020/10/21 00:00:00+00,,,CARROLLTON RIDGE                         ,9,J
1413069.66272131,588713.731288642,101,749990,5097,0706 013,1725 WILKENS AVE,2018/01/09 00:00:00+00,,,,NEW SOUTHWEST/MOUNT CLARE                ,9,I
1413369.09617755,588625.740650982,102,750044,4952,0707 029,1628 COLE ST,2017/05/11 00:00:00+00,2018/09/12 00:00:00+00,,,NEW SOUTHWEST/MOUNT CLARE                ,9,I
1413355.88819872,588621.17209056,103,750045,4953,0707 030,1630 COLE ST,2017/05/04 00:00:00+00,,,,NEW SOUTHWEST/MOUNT CLARE                ,9,I
1411757.60268138,587640.474904984,104,750422,6105,0718 026,600 S PULASKI ST,2020/02/14 00:00:00+00,,,,CARROLLTON RIDGE                         ,9,I
1412313.28890596,587939.204294398,105,750525,5191,0719B011,620 S MONROE ST,2018/03/26 00:00:00+00,2019/02/13 00:00:00+00,,,CARROLLTON RIDGE                         ,9,J
1412345.09166388,587814.758349061,106,750534,5190,0719B020,638 S MONROE ST,2018/03/26 00:00:00+00,,,,CARROLLTON RIDGE                         ,9,J
1412253.78968114,588010.439388141,107,750537,5780,0719B024,611 S PAYSON ST,2019/09/18 00:00:00+00,2021/05/12 00:00:00+00,,,CARROLLTON RIDGE                         ,9,J
1412244.13812564,588049.444231391,108,750540,5206,0719B027,605 S PAYSON ST,2018/03/26 00:00:00+00,2018/08/30 00:00:00+00,,,CARROLLTON RIDGE                         ,9,J
1415039.34808639,588412.779462725,109,750671,4721,0758 079,912 S CAREY ST,2017/02/08 00:00:00+00,2017/07/26 00:00:00+00,,,WASHINGTON VILLAGE/PIGTOWN               ,10,F
1416666.41044906,588750.889678895,110,752425,5313,0850 017,911 WASHINGTON BLVD,2019/03/22 00:00:00+00,,,,WASHINGTON VILLAGE/PIGTOWN               ,10,E
1417102.15793714,588341.882950976,111,752792,5312,0856A069,627 ARCHER ST,2018/04/04 00:00:00+00,,,,WASHINGTON VILLAGE/PIGTOWN               ,10,E
1417102.69172873,588329.756334811,112,752793,5309,0856A070,629 ARCHER ST,2018/04/27 00:00:00+00,,,,WASHINGTON VILLAGE/PIGTOWN               ,10,E
1417666.12826589,588133.465716898,113,752913,5308,0858 042,768 W HAMBURG ST,2018/04/27 00:00:00+00,,,,WASHINGTON VILLAGE/PIGTOWN               ,10,E
1417768.93547498,588174.558154389,114,753016,5305,0858 141,815 MANGOLD ST,2019/09/18 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,WASHINGTON VILLAGE/PIGTOWN               ,10,E
1422237.0912368,598793.889934063,115,758406,51,1095 056,312 E LAFAYETTE AVE,2012/07/27 00:00:00+00,,2013/08/20 00:00:00+00,,GREENMOUNT WEST                          ,12,E
1422729.22050188,598828.848525554,116,758419,4594,1096 006,428 E LAFAYETTE AVE,2016/12/14 00:00:00+00,,,,GREENMOUNT WEST                          ,12,E
1422681.31016463,598825.942691475,117,758422,6519,1096 009,422 E LAFAYETTE AVE,2020/02/03 00:00:00+00,,,,GREENMOUNT WEST                          ,12,E
1422205.91511805,598638.571347058,118,758993,2679,1103 021,307 E LAFAYETTE AVE,2006/12/28 00:00:00+00,,,,GREENMOUNT WEST                          ,12,E
1422323.00937206,598645.682553306,119,758999,4851,1103 027,319 E LAFAYETTE AVE,2017/03/02 00:00:00+00,,,,GREENMOUNT WEST                          ,12,E
1422352.80491614,598419.240420893,120,759016,6885,1103 045,320 E LANVALE ST,2021/06/03 00:00:00+00,,,,GREENMOUNT WEST                          ,12,E
1426723.27813056,598653.860686556,121,759287,7204,1109 035,1624 E LANVALE ST,2021/06/29 00:00:00+00,,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,OLIVER                                   ,12,I
1422809.49724422,598044.902586892,122,759436,2527,1111 022,442 E FEDERAL ST,2008/01/29 00:00:00+00,,,,GREENMOUNT WEST                          ,12,E
1422777.74304263,598224.236873895,123,759496,2651,1111 082,438 PITMAN PL,2006/12/28 00:00:00+00,2007/09/12 00:00:00+00,,,GREENMOUNT WEST                          ,12,E
1422801.37718172,598225.57184498,124,759498,2648,1111 084,442 PITMAN PL,2006/12/28 00:00:00+00,2007/09/12 00:00:00+00,,,GREENMOUNT WEST                          ,12,E
1422647.06941947,597813.591697812,125,759923,2371,1120 053,1522 BRENTWOOD AVE,2009/08/07 00:00:00+00,,,,GREENMOUNT WEST                          ,12,E
1425860.51279572,597831.723223224,126,760060,6388,1125 010,1422 E OLIVER ST,2020/02/26 00:00:00+00,,,,OLIVER                                   ,12,I
1425874.41729547,597832.49126631,127,760061,6387,1125 011,1424 E OLIVER ST,2020/02/26 00:00:00+00,,,,OLIVER                                   ,12,I
1426789.3281953,598129.055305734,128,760263,7237,1127 037,1631 E FEDERAL ST,2021/06/01 00:00:00+00,,,,OLIVER                                   ,12,I
1426862.72503014,597968.355167806,129,760276,6622,1127 050,1518 N BROADWAY ,2020/02/19 00:00:00+00,,,,OLIVER                                   ,12,I
1426798.18021172,597747.073130056,130,760578,7314,1138 034,1631 E OLIVER ST,2021/06/29 00:00:00+00,,,,OLIVER                                   ,12,I
1426811.81994823,597747.72207889,131,760579,7315,1138 035,1633 E OLIVER ST,2021/06/29 00:00:00+00,,,,OLIVER                                   ,12,I
1425581.25744872,596627.325369567,132,761680,7207,1161 042,1200 N EDEN ST,2021/03/29 00:00:00+00,,,,OLIVER                                   ,12,H
1426660.11224639,596571.029550388,133,761954,2815,1164B038,1605 E BIDDLE ST,2001/08/31 00:00:00+00,,,,GAY STREET                               ,12,E
1425587.93722539,596396.05024156,134,762267,6393,1175 027,1116 N EDEN ST,2019/11/21 00:00:00+00,,,,JOHNSTON SQUARE                          ,12,H
1426427.30168839,596521.411539391,135,762287,6610,1177 001,1122 N BOND ST,2020/01/08 00:00:00+00,,,,GAY STREET                               ,12,E
1426428.94046463,596507.16484873,136,762288,6611,1177 002,1120 N BOND ST,2020/01/08 00:00:00+00,,,,GAY STREET                               ,12,E
1424475.15467405,596068.82878314,137,762576,7100,1184 038,943 E CHASE ST,2021/06/01 00:00:00+00,,,,JOHNSTON SQUARE                          ,12,H
1424400.97765705,596064.986927316,138,762582,7098,1184 044,931 E CHASE ST,2021/06/01 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,JOHNSTON SQUARE                          ,12,H
1424364.95443514,596063.241195887,139,762585,7099,1184 047,925 E CHASE ST,2021/06/01 00:00:00+00,,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,JOHNSTON SQUARE                          ,12,H
1425606.77708273,596156.77841039,140,762675,4987,1189 001,1050 N EDEN ST,2017/09/01 00:00:00+00,2018/09/12 00:00:00+00,2019/06/11 00:00:00+00,,JOHNSTON SQUARE                          ,12,H
1424065.59414147,594458.7168459,141,763202,7028,1237 002,914 E MONUMENT ST,2021/04/22 00:00:00+00,,,,OLDTOWN                                  ,12,NonResidential
1423776.13901173,593010.977615386,142,763484,6691,1284 011,353 N GAY ST,2021/04/08 00:00:00+00,,,,JONESTOWN                                ,12,NonResidential
1423757.15315731,592991.287694141,143,763485,6688,1284 012,351 N GAY ST,2021/04/08 00:00:00+00,,,,JONESTOWN                                ,12,NonResidential
1423736.55149247,592971.687011555,144,763486,6689,1284 013,347 N GAY ST,2021/04/08 00:00:00+00,,,,JONESTOWN                                ,12,NonResidential
1423689.15755838,592942.238579646,145,763487,6693,1284 014,343 N GAY ST,2021/04/08 00:00:00+00,,,,JONESTOWN                                ,12,NonResidential
1425442.60516697,592893.402063146,146,763705,5087,1320 001,200 N CENTRAL AVE,2017/07/13 00:00:00+00,,,,PLEASANT VIEW GARDENS                    ,12,
1425168.62244722,593120.403577641,147,763706,5673,1320 001A,249 AISQUITH ST,2017/07/28 00:00:00+00,,,,PLEASANT VIEW GARDENS                    ,12,
1422743.94094488,591435.39644897,148,763729,2028,1331 002,404 E BALTIMORE ST,2012/01/17 00:00:00+00,,,,DOWNTOWN                                 ,11,B
1426521.06363997,592082.115956053,149,763898,5242,1345 007,1512 E BALTIMORE ST,2018/04/03 00:00:00+00,,,,WASHINGTON HILL                          ,12,C
1427145.4593728,591387.010062814,150,764958,6924,1395 023,116 S BROADWAY ,2021/05/21 00:00:00+00,,,,WASHINGTON HILL                          ,12,C
1427140.89999872,591409.165858388,151,764959,6926,1395 024,114 S BROADWAY ,2021/05/19 00:00:00+00,,,,WASHINGTON HILL                          ,12,C
1425916.4736418,590549.24927114,152,765606,6911,1416 035,250 S EDEN ST,2021/06/14 00:00:00+00,,,,WASHINGTON HILL                          ,12,C
1427288.4275908,589797.065079972,153,766110,6090,1445 001,500 S BROADWAY ,2019/03/04 00:00:00+00,,,,FELLS POINT                              ,1,A
1427188.39760713,598293.785619304,154,767731,6594,1466 074,1708 E FEDERAL ST,2020/02/10 00:00:00+00,,,,BROADWAY EAST                            ,12,I
1427128.71793647,598290.092713311,155,767735,6593,1466 078,1700 E FEDERAL ST,2020/02/10 00:00:00+00,,,,BROADWAY EAST                            ,12,I
1427971.20837747,598569.740776062,156,767859,7211,1468 020,1639 N WOLFE ST,2021/05/12 00:00:00+00,,2022/02/22 00:00:00+00,2022/02/22 00:00:00+00,BROADWAY EAST                            ,12,I
1429144.33824906,598399.277206227,157,767990,7030,1471 030,2120 E FEDERAL ST,2021/04/22 00:00:00+00,,2021/12/07 00:00:00+00,,BROADWAY EAST                            ,13,J
1430861.72982739,598111.044843063,158,769054,7326,1487 005,2608 E OLIVER ST,2021/04/22 00:00:00+00,,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,BEREA                                    ,13,I
1427143.21757939,597762.556694895,159,769310,6444,1494 020,1703 E OLIVER ST,2019/10/29 00:00:00+00,,,,BROADWAY EAST                            ,12,I
1427503.31528439,597783.730537057,160,769329,6443,1494 039,1741 E OLIVER ST,2019/12/03 00:00:00+00,,,,BROADWAY EAST                            ,12,I
