X,Y,OBJECTID,OBJECTID_1,ID_RS_Web,BLOCKLOT,Address,DateFiled,ReceiverAppointed,DateAuction,SoldAtAuction,Neighborhood,Council_District,HousingMarketTypology2017
1403896.47109397,600308.957441971,322,822914,7010,3057 009,2305 GARRISON BLVD,2020/02/25 00:00:00+00,2021/04/07 00:00:00+00,2021/06/08 00:00:00+00,,HANLON-LONGWOOD                          ,7,F
1403883.21324646,600367.4747134,323,822915,7011,3057 010,2307 GARRISON BLVD,2020/02/03 00:00:00+00,2021/04/07 00:00:00+00,2021/06/08 00:00:00+00,,HANLON-LONGWOOD                          ,7,F
1404460.37350947,602439.553246394,324,823617,6382,3067 017,3313 POWHATAN AVE,2019/08/13 00:00:00+00,,,,HANLON-LONGWOOD                          ,7,E
1406015.54854871,605617.830682471,325,824139,6353,3100D026,3246 SEQUOIA AVE,2019/08/07 00:00:00+00,,,,EAST ARLINGTON                           ,7,D
1412672.57394855,600791.749783471,326,828242,4261,3230 020,2818 AUCHENTOROLY TERR,2016/12/20 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,I
1412023.53686081,600973.033869728,327,828356,6297,3233 017,2305 WHITTIER AVE,2020/02/26 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,H
1412006.40336488,600957.043088064,328,828357,6298,3233 018,2303 WHITTIER AVE,2020/02/26 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,H
1411989.80136397,600941.079537317,329,828358,6294,3233 019,2301 WHITTIER AVE,2020/01/09 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,H
1411964.02844964,601125.19006148,330,828399,6289,3234 025,2310 WHITTIER AVE,2020/02/13 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,H
1411842.24850947,601558.368985146,331,828420,5930,3235 016,1605 GWYNNS FALLS PKWY,2018/12/20 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,H
1411630.07078423,601364.33918947,332,828435,5835,3235 031,1637 GWYNNS FALLS PKWY,2018/12/20 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,H
1411606.84215614,601342.957670555,333,828437,6005,3235 033,1641 GWYNNS FALLS PKWY,2018/12/20 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,H
1411870.14805996,601414.102213308,334,828442,6288,3235 038,2322 BRYANT AVE,2020/02/26 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,H
1411354.37186055,602122.656570479,335,828487,5781,3236 026A,3446 AUCHENTOROLY TERR,2018/09/05 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,F
1411474.18920623,601547.524846733,336,828573,5929,3239 007,1632 GWYNNS FALLS PKWY,2018/12/20 00:00:00+00,2020/11/18 00:00:00+00,,,PARKVIEW/WOODBROOK                       ,7,F
1411462.59211655,601536.816534817,337,828574,5879,3239 008,1634 GWYNNS FALLS PKWY,2018/12/20 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,F
1411325.67966072,601410.337128982,338,828600,5934,3240 001,1700 GWYNNS FALLS PKWY,2018/12/20 00:00:00+00,2021/03/17 00:00:00+00,2021/06/08 00:00:00+00,2021/06/08 00:00:00+00,PARKVIEW/WOODBROOK                       ,7,F
1411302.67117655,601389.22398223,339,828602,5836,3240 003,1704 GWYNNS FALLS PKWY,2019/01/25 00:00:00+00,2020/09/30 00:00:00+00,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,PARKVIEW/WOODBROOK                       ,7,F
1411256.99803956,601347.052150562,340,828606,5933,3240 007,1712 GWYNNS FALLS PKWY,2018/12/20 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,F
1411541.23992513,601110.313450813,341,828650,6287,3241 020,2206 BRYANT AVE,2020/02/26 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,H
1411710.09490238,600888.167897731,342,828680,6290,3242 010,2204 WHITTIER AVE,2020/01/09 00:00:00+00,,,,PARKVIEW/WOODBROOK                       ,7,H
1411881.65525481,600824.3025399,343,828700,6292,3243 012,2213 WHITTIER AVE,2019/10/01 00:00:00+00,2019/12/11 00:00:00+00,,,PARKVIEW/WOODBROOK                       ,7,H
1410168.63374647,602004.979640484,344,828790,6358,3250 032,2412 LIBERTY HEIGHTS AVE,2020/01/31 00:00:00+00,,,,LIBERTY SQUARE                           ,7,G
1409743.3170118,603079.819354311,345,828833,4967,3252 005,3012 REISTERSTOWN ROAD,2017/02/27 00:00:00+00,2018/02/28 00:00:00+00,2019/06/11 00:00:00+00,,LIBERTY SQUARE                           ,7,G
1409831.43232113,602601.973525226,346,828840,5860,3252 012,2304 OCALA AVE,2019/01/28 00:00:00+00,,,,LIBERTY SQUARE                           ,7,G
1409059.77539989,602225.674080983,347,829353,6424,3263 019,2523 LIBERTY HEIGHTS AVE,2020/01/22 00:00:00+00,,,,BURLEITH-LEIGHTON                        ,7,F
1411199.70911214,601002.626330227,348,829502,6646,3265A013,2432 REISTERSTOWN ROAD,2020/02/28 00:00:00+00,,,2021/12/07 00:00:00+00,MONDAWMIN                                ,7,H
1407206.97464356,608777.043524146,349,830075,4974,3307A013,4227 PARK HEIGHTS AVE,2017/03/23 00:00:00+00,2017/07/19 00:00:00+00,2017/10/17 00:00:00+00,,CENTRAL PARK HEIGHTS                     ,6,I
1407199.59539323,608789.966726646,350,830076,4975,3307A014,4229 PARK HEIGHTS AVE,2017/03/23 00:00:00+00,2017/07/19 00:00:00+00,2017/10/17 00:00:00+00,,CENTRAL PARK HEIGHTS                     ,6,I
1407175.86709422,608831.029308558,351,830079,4359,3307A017,4235 PARK HEIGHTS AVE,2016/04/26 00:00:00+00,,,,CENTRAL PARK HEIGHTS                     ,6,I
1407791.48102047,607286.532069474,352,830270,6717,3321 011,3920 PARK HEIGHTS AVE,2021/04/27 00:00:00+00,,,,CENTRAL PARK HEIGHTS                     ,6,I
1407906.0864343,606614.42186515,353,830320,4469,3322 041,3809 REISTERSTOWN ROAD,2016/09/23 00:00:00+00,,,,PARK CIRCLE                              ,6,I
1408645.80608347,605808.486141056,354,830392,4922,3324 004,3606 PARK HEIGHTS AVE,2017/04/13 00:00:00+00,,,,PARK CIRCLE                              ,6,I
1408911.82031523,605347.333520055,355,830441,4920,3325 003,3504 PARK HEIGHTS AVE,2017/03/23 00:00:00+00,2021/05/19 00:00:00+00,2022/02/22 00:00:00+00,2022/02/22 00:00:00+00,PARK CIRCLE                              ,6,I
1408888.78066313,605387.4745159,356,830443,4924,3325 005,3508 PARK HEIGHTS AVE,2017/05/24 00:00:00+00,2018/01/24 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,PARK CIRCLE                              ,6,I
1409091.80519147,604604.847800314,357,830489,2117,3326 004,3406 PARK HEIGHTS AVE,2012/02/16 00:00:00+00,,,,PARK CIRCLE                              ,6,I
1408711.32432514,606178.555610895,358,830563,4918,3327A024,3651 PARK HEIGHTS AVE,2018/04/19 00:00:00+00,2019/03/20 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,PARK CIRCLE                              ,6,H
1408836.46383864,606267.37236239,359,830571,5718,3327A032,2621 VIOLET AVE,2018/07/11 00:00:00+00,2018/11/07 00:00:00+00,,,PARK CIRCLE                              ,6,H
1409315.12003355,604881.737338394,360,830641,4926,3327C021,3429 PARK HEIGHTS AVE,2017/03/30 00:00:00+00,2017/07/26 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,PARK CIRCLE                              ,6,G
1409294.18536414,604706.360392556,361,830649,4896,3327C029,3413 PARK HEIGHTS AVE,2017/06/08 00:00:00+00,2017/08/14 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,PARK CIRCLE                              ,6,G
1409279.06728414,604575.372137472,362,830655,4899,3327C035,3401 PARK HEIGHTS AVE,2017/03/30 00:00:00+00,2017/08/30 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,PARK CIRCLE                              ,6,G
1408623.59648222,606345.317416474,363,830960,5165,3335 003,3705 PARK HEIGHTS AVE,2017/09/27 00:00:00+00,2018/10/24 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,PARK CIRCLE                              ,6,H
1408449.09781547,606651.477237225,364,830976,7418,3335 019,3737 PARK HEIGHTS AVE,2019/11/20 00:00:00+00,,,,PARK CIRCLE                              ,6,H
1408204.22232097,607073.071866482,365,831088,7167,3341 016,3831 PARK HEIGHTS AVE,2021/06/22 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,GREENSPRING                              ,6,H
1408182.48745631,607111.332288638,366,831090,7188,3341 018,3835 PARK HEIGHTS AVE,2021/06/22 00:00:00+00,,,,GREENSPRING                              ,6,H
1407759.68383998,609197.248392388,367,831654,4366,3347F034,2625 LOYOLA NORTHWAY ,2016/10/20 00:00:00+00,,,,GREENSPRING                              ,6,I
1407881.4979008,609284.554976314,368,831661,6595,3347F041,2611 LOYOLA NORTHWAY ,2020/11/12 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,GREENSPRING                              ,6,I
1407963.85042639,609243.576711804,369,831665,4308,3347F045,4202 PALL MALL ROAD,2016/06/23 00:00:00+00,,,,GREENSPRING                              ,6,I
1407573.01918705,609220.414684638,370,831696,4321,3349 012,2620 LOYOLA NORTHWAY ,2016/11/04 00:00:00+00,,,,GREENSPRING                              ,6,I
1407246.20455196,609532.248050481,371,831731,5007,3349A016,2540 BOARMAN AVE,2017/04/13 00:00:00+00,2017/06/21 00:00:00+00,2017/10/17 00:00:00+00,,GREENSPRING                              ,6,I
1407412.12580806,610011.160150394,372,831837,7231,3350A032A,2554 W COLD SPRING LANE,2021/08/04 00:00:00+00,,,,PARKLANE                                 ,6,I
1410404.50105689,606247.873385638,373,832516,6604,3357H011,2276 DRUID PARK DR,2021/07/20 00:00:00+00,,,,WOODBERRY                                ,7,D
1412927.03013255,599701.715546221,374,833373,7168,3404 027,2552 WOODBROOK AVE,2021/06/09 00:00:00+00,,,,PENN NORTH                               ,7,I
1413577.76603581,599065.547527224,375,833442,6364,3406 035,2452 WOODBROOK AVE,2019/11/22 00:00:00+00,2020/01/22 00:00:00+00,2021/06/08 00:00:00+00,2021/06/08 00:00:00+00,PENN NORTH                               ,7,I
1413336.99716039,599316.353784144,376,833451,2365,3406 046,1607 RETREAT ST,2009/09/30 00:00:00+00,2009/11/18 00:00:00+00,,,PENN NORTH                               ,7,I
1414824.49385731,599466.935175896,377,834485,4490,3422 027,2328 MADISON AVE,2016/09/07 00:00:00+00,2017/05/17 00:00:00+00,,,RESERVOIR HILL                           ,7,E
1415092.08124864,598945.299408138,378,960691,4274,3423 009,1130 W NORTH AVE,2016/05/13 00:00:00+00,,,,RESERVOIR HILL,7,E
1415169.29008372,599639.904646233,379,834592,5300,3424 042,2342 EUTAW PL,2018/01/22 00:00:00+00,2018/03/14 00:00:00+00,,,RESERVOIR HILL                           ,7,E
1415659.08175506,599362.431775972,380,834757,6505,3427 031,2247 EUTAW PL,2019/10/15 00:00:00+00,,,,RESERVOIR HILL                           ,7,E
1416375.74042672,599929.478870228,381,835008,6937,3445 021,811 NEWINGTON AVE,2020/11/19 00:00:00+00,,,,RESERVOIR HILL                           ,7,E
1416227.11933289,599854.687681228,382,835027,4757,3445 040,2217 BROOKFIELD AVE,2017/03/01 00:00:00+00,,,,RESERVOIR HILL                           ,7,E
1416326.72871372,599731.221392721,383,835035,2391,3445 048,2201 BROOKFIELD AVE,2009/07/08 00:00:00+00,2011/07/13 00:00:00+00,,,RESERVOIR HILL                           ,7,E
1416702.13511513,600686.813641638,384,835249,4587,3453 001J,2427 CALLOW AVE,2016/12/06 00:00:00+00,,,,RESERVOIR HILL                           ,7,C
1417175.45339422,600751.724929139,385,835283,5301,3453 027,2304 MOUNT ROYAL TERR,2018/01/22 00:00:00+00,2018/12/12 00:00:00+00,2019/04/16 00:00:00+00,,RESERVOIR HILL                           ,7,C
1416718.47071239,600225.062924728,386,835334,4427,3454 004,2319 CALLOW AVE,2016/07/13 00:00:00+00,,,,RESERVOIR HILL                           ,7,C
1416720.84866039,600123.090031564,387,835340,3355,3454 010,2307 CALLOW AVE,2014/08/29 00:00:00+00,,,,RESERVOIR HILL                           ,7,C
1416417.41652447,600394.916259557,388,835407,5336,3457 004,806 WHITELOCK ST,2017/12/29 00:00:00+00,,,,RESERVOIR HILL                           ,7,G
1416402.38899547,600394.64329423,389,835408,4787,3457 005,808 WHITELOCK ST,2017/03/02 00:00:00+00,,,,RESERVOIR HILL                           ,7,G
1416384.02682747,600524.95307298,390,835418,6579,3457 015,2409 LAKEVIEW AVE,2020/03/03 00:00:00+00,,,,RESERVOIR HILL                           ,7,G
1416519.89204131,600716.972045898,391,835435,5332,3457 029I,2438 CALLOW AVE,2018/01/22 00:00:00+00,2018/03/14 00:00:00+00,,,RESERVOIR HILL                           ,7,G
1416539.61936405,600405.775489807,392,835451,6480,3457 042,2406 CALLOW AVE,2020/01/28 00:00:00+00,,,,RESERVOIR HILL                           ,7,G
1416128.81441139,600101.702279061,393,835475,6539,3459 021,912 NEWINGTON AVE,2020/03/03 00:00:00+00,,,,RESERVOIR HILL                           ,7,E
1416120.22420546,600387.122968063,394,835518,3563,3461 001,916 WHITELOCK ST,2014/12/31 00:00:00+00,2015/02/26 00:00:00+00,2016/11/29 00:00:00+00,,RESERVOIR HILL                           ,7,G
1416135.23467414,600388.262729555,395,835519,3353,3461 004,914 WHITELOCK ST,2014/08/25 00:00:00+00,2014/12/18 00:00:00+00,2016/11/29 00:00:00+00,,RESERVOIR HILL                           ,7,G
1416181.9793313,600552.645602897,396,835533,6376,3461 018,2412 LAKEVIEW AVE,2019/12/13 00:00:00+00,,,,RESERVOIR HILL                           ,7,G
1416003.18736605,600472.601143554,397,835589,5566,3461 042,2407 BROOKFIELD AVE,2018/08/03 00:00:00+00,,,,RESERVOIR HILL                           ,7,G
1414832.83078289,600788.975510806,398,835757,5331,3463D025,948 BROOKS LANE,2018/01/22 00:00:00+00,2018/04/25 00:00:00+00,2021/06/08 00:00:00+00,,RESERVOIR HILL                           ,7,E
1415629.22453131,600975.508274227,399,835786,5504,3463E016D,816 BROOKS LANE,2019/01/02 00:00:00+00,,,,RESERVOIR HILL                           ,7,E
1415365.49999313,600940.755062893,400,835796,4446,3463E018,2517 LINDEN AVE,2016/07/25 00:00:00+00,2019/02/27 00:00:00+00,2019/06/11 00:00:00+00,,RESERVOIR HILL                           ,7,E
1415436.48738398,607338.503750309,401,838258,5755,3552 011,3733 FALLS ROAD,2018/10/19 00:00:00+00,,,,HAMPDEN                                  ,7,B
1415431.56383739,607358.837371066,402,838259,5757,3552 012,3735 FALLS ROAD,2018/10/19 00:00:00+00,,,,HAMPDEN                                  ,7,B
1419091.20514014,602065.287262648,403,840999,5777,3630A031,2650 MILES AVE,2018/12/31 00:00:00+00,,,,REMINGTON                                ,12,E
1420202.04675047,602189.995346561,404,841278,5367,3638 044,2606 MARYLAND AVE,2018/02/07 00:00:00+00,,,,CHARLES VILLAGE                          ,12,C
1420202.94996388,602173.503253564,405,841279,5366,3638 045,2604 MARYLAND AVE,2018/02/07 00:00:00+00,,,,CHARLES VILLAGE                          ,12,C
1419137.39139947,602321.636487484,406,841595,6310,3644 043,2710 HUNTINGDON AVE,2019/09/17 00:00:00+00,,,,REMINGTON                                ,12,E
1420111.33138072,603357.489402637,407,841788,6342,3649 019,2836 MARYLAND AVE,2019/09/09 00:00:00+00,,,,CHARLES VILLAGE                          ,12,B
1419906.79930948,603153.323800474,408,841810,5600,3649 040,2811 N HOWARD ST,2018/11/16 00:00:00+00,,,,CHARLES VILLAGE                          ,12,B
1422699.71531156,607732.551846728,409,845052,4471,3723 037,3718 GREENMOUNT AVE,2016/11/10 00:00:00+00,,,,GUILFORD                                 ,14,A
1421298.18399389,606373.756335974,410,845460,6319,3732A035,200 E UNIVERSITY PKWY,2019/09/17 00:00:00+00,,,,OAKENSHAWE                               ,14,B
1421353.65698005,599339.581427976,411,845691,4034,3801 007,1913 SAINT PAUL ST,2015/11/20 00:00:00+00,,,,BARCLAY                                  ,12,B
1421348.90305255,599424.018595055,412,845696,306,3801 012,1923 SAINT PAUL ST,2012/07/09 00:00:00+00,2012/11/15 00:00:00+00,,,BARCLAY                                  ,12,B
1421346.26657489,599457.976204306,413,845698,6355,3801 014,1927 SAINT PAUL ST,2019/10/29 00:00:00+00,,,,BARCLAY                                  ,12,B
1422532.57785055,599925.713129729,414,845798,6694,3805 035,415 E 21ST ST,2021/03/29 00:00:00+00,,,,BARCLAY                                  ,12,G
1422564.30416505,599926.856172055,415,845800,6695,3805 037,419 E 21ST ST,2021/03/29 00:00:00+00,,,,BARCLAY                                  ,12,G
1422580.59842381,599927.216735646,416,845801,6696,3805 038,421 E 21ST ST,2021/03/29 00:00:00+00,,,,BARCLAY                                  ,12,G
1422340.67994039,599918.622920811,417,845858,6685,3806 054,349 E 21ST ST,2021/03/29 00:00:00+00,,,,BARCLAY                                  ,12,G
1422117.11936389,600043.382513806,418,846096,6381,3813 055,318 E 21ST ST,2019/10/29 00:00:00+00,,,,BARCLAY                                  ,12,G
1422102.89235821,600042.572804138,419,846097,6271,3813 056,316 E 21ST ST,2019/05/24 00:00:00+00,,,,BARCLAY                                  ,12,G
1422440.57836264,600206.359878138,420,846115,6073,3814 010,2119 BARCLAY ST,2019/02/25 00:00:00+00,2019/10/09 00:00:00+00,,,BARCLAY                                  ,12,G
1422495.68356739,600259.168499559,421,846123,6077,3814 018,413 E 22ND ST,2019/02/25 00:00:00+00,,,,BARCLAY                                  ,12,G
1422510.28524423,600257.580248147,422,846124,5739,3814 019,415 E 22ND ST,2018/09/28 00:00:00+00,2019/10/09 00:00:00+00,,,BARCLAY                                  ,12,G
1422664.80724488,600071.910015807,423,846156,6311,3814 053,430 E 21ST ST,2021/07/20 00:00:00+00,,,,BARCLAY                                  ,12,G
1422551.54041106,600065.964817733,424,846164,6308,3814 061,414 E 21ST ST,2019/09/25 00:00:00+00,2020/01/29 00:00:00+00,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,BARCLAY                                  ,12,G
1422542.05289721,600467.375104144,425,846240,2755,3815 063,420 E 22ND ST,2005/12/28 00:00:00+00,2006/01/30 00:00:00+00,,,BARCLAY                                  ,12,G
1421986.17999323,600865.503572971,426,846512,4082,3823 001A,2315 GUILFORD AVE,2016/05/20 00:00:00+00,,,,BARCLAY                                  ,12,E
1422247.57448356,600945.548360392,427,846543,4103,3823 032,2336 BARCLAY ST,2016/08/12 00:00:00+00,,2016/11/29 00:00:00+00,,BARCLAY                                  ,12,I
1422250.0656203,600893.066838056,428,846547,5517,3823 036,2328 BARCLAY ST,2018/09/04 00:00:00+00,,,,BARCLAY                                  ,12,I
1422052.30453289,600795.984683141,429,846563,5513,3823 049,312 E 23RD ST,2018/06/14 00:00:00+00,2018/09/26 00:00:00+00,,,BARCLAY                                  ,12,E
1422037.32884106,600795.139540479,430,846564,5514,3823 050,310 E 23RD ST,2018/06/14 00:00:00+00,2018/09/26 00:00:00+00,,,BARCLAY                                  ,12,E
1422783.79257122,601585.478510976,431,846637,6324,3825 010,449 E 25TH ST,2019/10/10 00:00:00+00,,,,BARCLAY                                  ,12,G
1422742.98458198,601443.556878805,432,846643,5266,3825 016,2458 GREENMOUNT AVE,2017/09/07 00:00:00+00,,,,BARCLAY                                  ,12,G
1422638.29023756,601256.854496315,433,846668,5223,3825 042,2427 BRENTWOOD AVE,2017/12/12 00:00:00+00,,,,BARCLAY                                  ,12,G
1422637.54712881,601452.741571724,434,846676,5236,3825 050,2461 BRENTWOOD AVE,2017/12/12 00:00:00+00,,,,BARCLAY                                  ,12,G
1422394.52924214,601099.826923221,435,846685,4354,3826 005,2409 BARCLAY ST,2016/07/01 00:00:00+00,,,,BARCLAY                                  ,12,G
1422489.86796223,601237.565492898,436,846728,4338,3826 057,2430 BRENTWOOD AVE,2016/06/15 00:00:00+00,2018/05/16 00:00:00+00,,,BARCLAY                                  ,12,G
1422490.48114997,601131.359012395,437,846736,6377,3826 065,2414 BRENTWOOD AVE,2019/10/31 00:00:00+00,,,,BARCLAY                                  ,12,G
1422491.25050539,601036.399228558,438,846743,6354,3826 072,2400 BRENTWOOD AVE,2019/10/25 00:00:00+00,,,,BARCLAY                                  ,12,G
1421994.31481947,601365.865105063,439,846758,6340,3827 015,2429 GUILFORD AVE,2019/09/09 00:00:00+00,,,,BARCLAY                                  ,12,C
1421779.86511713,601253.852205724,440,846856,5605,3828 049,2416 GUILFORD AVE,2018/11/26 00:00:00+00,2021/06/24 00:00:00+00,,,BARCLAY                                  ,12,C
1421434.34940398,601106.245873645,441,846905,6265,3829 043,118 E 24TH ST,2019/06/21 00:00:00+00,,,,BARCLAY                                  ,12,C
1422296.67248248,601935.560159892,442,847073,2753,3834 020C,2512 BARCLAY ST,2006/04/06 00:00:00+00,,,,HARWOOD                                  ,12,G
1422669.6474583,602637.904227644,443,847124,6486,3836A012,439 E 27TH ST,2019/11/20 00:00:00+00,2021/06/23 00:00:00+00,2021/08/10 00:00:00+00,,HARWOOD                                  ,12,E
1422656.87779881,602638.281523481,444,847125,6682,3836A013,437 E 27TH ST,2021/06/16 00:00:00+00,,,,HARWOOD                                  ,12,E
1422644.22001572,602638.635197312,445,847126,6264,3836A014,435 E 27TH ST,2019/07/31 00:00:00+00,,,,HARWOOD                                  ,12,E
1422630.91754888,602639.021023303,446,847127,6494,3836A015,433 E 27TH ST,2019/11/20 00:00:00+00,,,,HARWOOD                                  ,12,E
1422621.27682014,602326.566923812,447,847176,6260,3836A065,433 E LORRAINE AVE,2019/06/21 00:00:00+00,,,,HARWOOD                                  ,12,E
1422421.47374205,602651.174542308,448,847209,7079,3836A099,2639 BARCLAY ST,2019/10/24 00:00:00+00,,,,HARWOOD                                  ,12,E
1422289.99762705,603076.540817559,449,847727,6307,3844 100,343 E 28TH ST,2019/09/16 00:00:00+00,2020/01/22 00:00:00+00,2021/06/08 00:00:00+00,2021/06/08 00:00:00+00,HARWOOD                                  ,12,F
1422434.78080206,603080.43287015,450,847779,5245,3845 008E,407 E 28TH ST,2018/02/16 00:00:00+00,2018/10/10 00:00:00+00,,,HARWOOD                                  ,12,F
1422762.4484538,602988.625967145,451,847809,2751,3845 035,452 WHITRIDGE AVE,2006/04/13 00:00:00+00,,,,HARWOOD                                  ,12,F
1422656.81513488,602874.192797065,452,847819,6328,3845 045,439 WHITRIDGE AVE,2019/10/10 00:00:00+00,,,,HARWOOD                                  ,12,F
1422751.33135006,604051.889588639,453,848336,6270,3855 016,2956 GREENMOUNT AVE,2019/05/24 00:00:00+00,,2022/02/22 00:00:00+00,2022/02/22 00:00:00+00,ABELL                                    ,12,B
1422754.18731546,604068.45385997,454,848337,6316,3855 017,2958 GREENMOUNT AVE,2019/09/17 00:00:00+00,2020/03/11 00:00:00+00,2021/08/10 00:00:00+00,,ABELL                                    ,12,B
1421951.67973414,605612.988172472,455,849023,6315,3872B018,329 E UNIVERSITY PKWY,2019/09/25 00:00:00+00,,,,OAKENSHAWE                               ,14,B
1421871.43711247,604644.214519471,456,849065,5680,3875 024,302 E 31ST ST,2018/10/19 00:00:00+00,2019/09/25 00:00:00+00,,,ABELL                                    ,14,B
1421972.4401913,605155.377867222,457,849160,4692,3877 014,3224 ABELL AVE,2016/12/06 00:00:00+00,2017/03/29 00:00:00+00,,,ABELL                                    ,14,B
1422616.88739322,606011.764933974,458,849403,6154,3884 013,419 CALVIN AVE,2019/04/17 00:00:00+00,,,,OAKENSHAWE                               ,14,B
1423024.4282448,608247.190909311,459,849604,5641,3903A040,503 E 39TH ST,2018/11/26 00:00:00+00,2020/09/23 00:00:00+00,,,WAVERLY                                  ,4,H
1423286.62227422,608234.790671647,460,849610,5267,3903A046,515 E 39TH ST,2018/01/23 00:00:00+00,,,,WAVERLY                                  ,4,H
1423490.65401839,609057.983579054,461,849844,4078,3913 060,614 DUMBARTON AVE,2015/12/04 00:00:00+00,,,,PEN LUCY                                 ,4,H
1423585.57738496,609062.818543151,462,849847,4205,3913 063,620 DUMBARTON AVE,2016/03/04 00:00:00+00,2016/08/31 00:00:00+00,,,PEN LUCY                                 ,4,H
1423599.19579606,608784.781041473,463,849945,5232,3913B005,608 WYANOKE AVE,2017/12/28 00:00:00+00,,,,PEN LUCY                                 ,4,H
1428507.70402364,603534.020217568,464,850356,22,3937 050,2708 HUGO AVE,2007/10/16 00:00:00+00,2008/02/20 00:00:00+00,,,COLDSTREAM HOMESTEAD MONTEBELLO          ,14,I
1427506.83430623,604156.784720063,465,851077,2904,3953 027,1600 E 29TH ST,2013/10/18 00:00:00+00,,,,COLDSTREAM HOMESTEAD MONTEBELLO          ,14,H
1428004.71355981,604262.960032642,466,851121,7128,3954 028,1727 E 30TH ST,2021/04/30 00:00:00+00,,,,COLDSTREAM HOMESTEAD MONTEBELLO          ,14,H
1427368.6203438,604384.247519732,467,851174,7054,3956 002,3003 THE ALAMEDA ,2021/04/30 00:00:00+00,,,,COLDSTREAM HOMESTEAD MONTEBELLO          ,14,H
1427613.73337063,604415.470554397,468,851210,4676,3956 038,1622 E 30TH ST,2016/11/04 00:00:00+00,2017/12/27 00:00:00+00,2018/02/13 00:00:00+00,2018/02/13 00:00:00+00,COLDSTREAM HOMESTEAD MONTEBELLO          ,14,H
1428026.46712522,604792.866453141,469,851349,6827,3960 029,1725 E 32ND ST,2021/04/30 00:00:00+00,,,,COLDSTREAM HOMESTEAD MONTEBELLO          ,14,H
1427685.11052448,605209.570672229,470,851561,7125,3965 066,1650 CHILTON ST,2021/05/26 00:00:00+00,,,,COLDSTREAM HOMESTEAD MONTEBELLO          ,14,H
1423402.37007423,608088.964847803,471,853566,5626,3972 002,3803 OLD YORK ROAD,2018/08/22 00:00:00+00,2019/06/26 00:00:00+00,,,WAVERLY                                  ,4,D
1424254.80242448,610174.366844982,472,854449,6326,3973D009,4217 IVANHOE AVE,2019/10/10 00:00:00+00,,,,PEN LUCY                                 ,4,H
1424128.04185122,599545.399913982,473,855743,5500,4004 040,1907 CECIL AVE,2020/11/23 00:00:00+00,,,,EAST BALTIMORE MIDWAY                    ,12,J
1423042.48988847,599846.487566397,474,856679,6395,4018 021,2006 BOONE ST,2020/02/03 00:00:00+00,,,,EAST BALTIMORE MIDWAY                    ,12,G
1423041.71823648,599861.573166147,475,856680,6391,4018 022,2008 BOONE ST,2020/02/03 00:00:00+00,,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,EAST BALTIMORE MIDWAY                    ,12,G
1422905.57579222,600092.024148807,476,856708,5852,4019 004,506 E 21ST ST,2019/06/14 00:00:00+00,,,,EAST BALTIMORE MIDWAY                    ,12,G
1423069.10991398,600311.953498974,477,856727,6482,4019 023,527 E 22ND ST,2020/01/04 00:00:00+00,,,,EAST BALTIMORE MIDWAY                    ,12,G
1423235.05610439,600109.034613475,478,856750,7029,4020 006,710 E 21ST ST,2021/06/29 00:00:00+00,,,,EAST BALTIMORE MIDWAY                    ,12,G
1423109.08588389,600470.682184145,479,857101,6663,4039 006,534 E 22ND ST,2021/05/12 00:00:00+00,,,,EAST BALTIMORE MIDWAY                    ,12,I
1423139.13339597,600472.28224656,480,857103,6615,4039 008,538 E 22ND ST,2020/01/15 00:00:00+00,,,,EAST BALTIMORE MIDWAY                    ,12,I
1423170.1681108,600473.968922973,481,857105,6614,4039 010,542 E 22ND ST,2020/01/15 00:00:00+00,,,,EAST BALTIMORE MIDWAY                    ,12,I
1423068.27297339,605888.42462948,482,857500,6528,4049B012,3346 OLD YORK ROAD,2021/04/01 00:00:00+00,,,,WAVERLY                                  ,14,F
