,BLOCKLOT,VAC:PROG,VAC:Neighborhood,VAC:Typology
5302,2169072,1,SHIPLEY HILL,J
5303,3648008,1,CHARLES VILLAGE,B
5304,3648006,1,CHARLES VILLAGE,B
5305,4178E057,1,BELAIR-EDISON,H
5306,1656062,1,MCELDERRY PARK,H
5307,0703016,1,CARROLLTON RIDGE,J
5308,1659078,1,MCELDERRY PARK,I
5309,1501012,1,BROADWAY EAST,J
5310,2256037,1,SAINT JOSEPHS,H
5311,1504063,1,BROADWAY EAST,J
5312,0714019,1,NEW SOUTHWEST/MOUNT CLARE,I
5313,1612035,1,MADISON-EASTEND,I
5314,4533024,1,PIMLICO GOOD NEIGHBORS,H
5315,3301216,1,CENTRAL PARK HEIGHTS,I
5316,3185A004,1,TOWANDA-GRANTLEY,J
5317,2744A002,1,WEST FOREST PARK,H
5318,3236024,1,PARKVIEW/WOODBROOK,F
5319,6339007,1,BAYVIEW,E
5320,3838015,1,CHARLES VILLAGE,B
5321,2320006,1,COPPIN HEIGHTS/ASH-CO-EAST,I
5322,7772001,1,WILHELM PARK,F
5323,1610060,1,MADISON-EASTEND,I
5324,4020032,1,EAST BALTIMORE MIDWAY,G
5325,1643057,1,MCELDERRY PARK,I
5326,1642041,1,MCELDERRY PARK,I
5327,5917004,1,BELAIR-EDISON,H
5328,0129015,1,HARLEM PARK,I
5329,7228025,1,CURTIS BAY,H
5330,5841015,1,WALTHERSON,D
5331,2445036,1,FRANKLINTOWN ROAD,I
5332,2938049,1,CALLAWAY-GARRISON,F
5333,2319009,1,COPPIN HEIGHTS/ASH-CO-EAST,I
5334,0108015,1,HARLEM PARK,J
5335,7650C063,1,CHERRY HILL,G
5336,2380038,1,MOSHER,J
5337,4616010,1,CENTRAL PARK HEIGHTS,I
5338,4616011,1,CENTRAL PARK HEIGHTS,I
5339,4179B069,1,BELAIR-EDISON,H
5340,2306A004,1,COPPIN HEIGHTS/ASH-CO-EAST,I
5341,5691007,1,GLENHAM-BELHAR,D
5342,6018025,1,FRANKFORD,D
5343,0247038,1,UNION SQUARE,E
5344,7203030,1,CURTIS BAY,H
5345,7441A011,1,WESTPORT,H
5346,0179004,1,FRANKLIN SQUARE,G
5347,1742013,1,PATTERSON PARK NEIGHBORHOOD,B
5348,7226018,1,CURTIS BAY,H
5349,4178A036,1,FOUR BY FOUR,I
5350,4178031,1,FOUR BY FOUR,I
5351,4178030,1,FOUR BY FOUR,I
5352,4151019,1,BELAIR-EDISON,H
5353,2170A053,1,SHIPLEY HILL,J
5354,3952002,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5355,4071062F,1,BETTER WAVERLY,J
5356,7245A023,1,BROOKLYN,H
5357,0227031,1,CARROLLTON RIDGE,I
5358,1452015,1,BROADWAY EAST,J
5359,0391036,1,GREENMOUNT WEST,C
5360,1448001,1,BROADWAY EAST,J
5361,5570A007,1,OVERLEA,D
5362,7644035,1,CHERRY HILL,G
5363,7643083,1,CHERRY HILL,G
5364,2171011,1,SHIPLEY HILL,J
5365,1574022,1,BIDDLE STREET,J
5366,4137019,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5367,4137018,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5368,5200095,1,WILSON PARK,F
5369,0288095,1,CARROLLTON RIDGE,J
5370,1484024,1,BROADWAY EAST,J
5371,2934002,1,CALLAWAY-GARRISON,E
5372,3183A014,1,TOWANDA-GRANTLEY,J
5373,1670009,1,CARE,E
5374,3408020,1,PENN NORTH,I
5375,3408018,1,PENN NORTH,I
5376,8252003,1,HOWARD PARK,F
5377,2960064,1,DOLFIELD,F
5378,2960063,1,DOLFIELD,F
5379,5733C032,1,CEDMONT,D
5380,2145B017,1,MILLHILL,J
5381,7419D020,1,WESTPORT,H
5382,1642070,1,MCELDERRY PARK,I
5383,3190019,1,TOWANDA-GRANTLEY,J
5384,3826008,1,BARCLAY,G
5385,4616098G,1,CENTRAL PARK HEIGHTS,I
5386,0003011,1,SANDTOWN-WINCHESTER,I
5387,1767074,1,UPPER FELLS POINT,B
5388,3196001,1,LUCILLE PARK,J
5389,5920076,1,BELAIR-EDISON,F
5390,0094017,1,MIDTOWN-EDMONDSON,J
5391,0123008,1,HARLEM PARK,I
5392,0061006,1,SANDTOWN-WINCHESTER,I
5393,0330017,1,MADISON PARK,E
5394,4613003,1,CENTRAL PARK HEIGHTS,I
5395,1005011,1,SOUTH BALTIMORE,B
5396,3228B042,1,PARKVIEW/WOODBROOK,I
5397,2385062,1,MOSHER,I
5398,2377A088,1,MOSHER,J
5399,2448014,1,WINCHESTER,I
5400,3408016,1,PENN NORTH,I
5401,2385070,1,MOSHER,I
5402,0174016,1,PENROSE/FAYETTE STREET OUTREACH,J
5403,3851024,1,CHARLES VILLAGE,Rental Market 1
5404,0103023,1,HARLEM PARK,I
5405,1474017A,1,BROADWAY EAST,J
5406,0089056,1,HARLEM PARK,I
5407,0087057,1,HARLEM PARK,J
5408,0082010,1,MIDTOWN-EDMONDSON,J
5409,0078033,1,SANDTOWN-WINCHESTER,I
5410,0014048,1,SANDTOWN-WINCHESTER,J
5411,0012029,1,EASTERWOOD,I
5412,2199D010,1,CARROLL-SOUTH HILTON,H
5413,0200067,1,POPPLETON,G
5414,3831026,1,CHARLES VILLAGE,C
5415,2902003H,1,FOREST PARK,F
5416,5674002O,1,GLENHAM-BELHAR,D
5417,0013A013,1,SANDTOWN-WINCHESTER,J
5418,2470049,1,FRANKLINTOWN ROAD,I
5419,0045029,1,SANDTOWN-WINCHESTER,H
5420,4028A011,1,EAST BALTIMORE MIDWAY,J
5421,4010G027,1,EAST BALTIMORE MIDWAY,J
5422,3214071,1,MONDAWMIN,I
5423,0271051,1,CARROLLTON RIDGE,J
5424,3423013,1,RESERVOIR HILL,E
5425,4168002,1,SOUTH CLIFTON PARK,J
5426,0697043,1,CARROLLTON RIDGE,J
5427,0316028,1,DRUID HEIGHTS,G
5428,7643016,1,CHERRY HILL,G
5429,7437A005,1,WESTPORT,H
5430,7065031,1,BROOKLYN,H
5431,2504082,1,EDGEWOOD,H
5432,2275C035,1,SAINT JOSEPHS,H
5433,2230G009,1,CARROLL-SOUTH HILTON,H
5434,0699077,1,CARROLLTON RIDGE,J
5435,0698050,1,CARROLLTON RIDGE,J
5436,0696070,1,CARROLLTON RIDGE,J
5437,0274037,1,CARROLLTON RIDGE,J
5438,0273076,1,CARROLLTON RIDGE,J
5439,0272014,1,CARROLLTON RIDGE,J
5440,0258030,1,CARROLLTON RIDGE,J
5441,0175102,1,PENROSE/FAYETTE STREET OUTREACH,J
5442,0162026,1,PENROSE/FAYETTE STREET OUTREACH,J
5443,0196020,1,FRANKLIN SQUARE,G
5444,0149001,1,FRANKLIN SQUARE,J
5445,2123B027G,1,GWYNNS FALLS,H
5446,4579025,1,CENTRAL PARK HEIGHTS,I
5447,4552022,1,ARLINGTON,I
5448,3327C025,1,PARK CIRCLE,G
5449,0260046,1,CARROLLTON RIDGE,I
5450,5399010,1,HAMILTON HILLS,D
5451,2303036,1,COPPIN HEIGHTS/ASH-CO-EAST,I
5452,0104020,1,HARLEM PARK,I
5453,0104018,1,HARLEM PARK,I
5454,0001019,1,EASTERWOOD,I
5455,3416013,1,PENN NORTH,I
5456,3834050A,1,HARWOOD,G
5457,4595033,1,LANGSTON HUGHES,I
5458,0084066,1,HARLEM PARK,J
5459,0021075,1,SANDTOWN-WINCHESTER,J
5460,0162019,1,PENROSE/FAYETTE STREET OUTREACH,J
5461,1733028,1,PATTERSON PARK NEIGHBORHOOD,E
5462,5165A034,1,WOODBOURNE-MCCABE,H
5463,0300C036,1,SANDTOWN-WINCHESTER,I
5464,0698065,1,CARROLLTON RIDGE,J
5465,1536074,1,BROADWAY EAST,J
5466,6072F034,1,CEDONIA,D
5467,4129001A,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
5468,6048119,1,FRANKFORD,E
5469,5853002,1,WALTHERSON,D
5470,3920011,1,PEN LUCY,H
5471,1155096,1,JOHNSTON SQUARE,H
5472,7612C018,1,CHERRY HILL,H
5473,4165033,1,DARLEY PARK,J
5474,3624039,1,OLD GOUCHER,C
5475,1678031,1,ELLWOOD PARK/MONUMENT,H
5476,4010B028,1,EAST BALTIMORE MIDWAY,J
5477,3061B002,1,HANLON-LONGWOOD,E
5478,2154015,1,PENROSE/FAYETTE STREET OUTREACH,I
5479,4578017,1,CENTRAL PARK HEIGHTS,I
5480,3212012,1,MONDAWMIN,I
5481,5173075,1,WINSTON-GOVANS,E
5482,4048056,1,WAVERLY,F
5483,0129074,1,HARLEM PARK,I
5484,3648004,1,CHARLES VILLAGE,B
5485,3648003,1,CHARLES VILLAGE,B
5486,4041A026,1,EAST BALTIMORE MIDWAY,J
5487,1184044,1,JOHNSTON SQUARE,H
5488,2951A027,1,DOLFIELD,F
5489,0279051,1,NEW SOUTHWEST/MOUNT CLARE,I
5490,3826058,1,BARCLAY,G
5491,3814062,1,BARCLAY,G
5492,3410031,1,PENN NORTH,I
5493,2450029,1,ROSEMONT,I
5494,3324004,1,PARK CIRCLE,I
5495,1673007,1,MCELDERRY PARK,H
5496,0347048,1,UPTON,J
5497,7096035,1,BROOKLYN,I
5498,2743A011,1,CONCERNED CITIZENS OF FOREST PARK,H
5499,6339017,1,BAYVIEW,E
5500,1673009,1,MCELDERRY PARK,H
5501,4017033,1,EAST BALTIMORE MIDWAY,G
5502,2491010,1,EDMONDSON VILLAGE,F
5503,0254032A,1,HOLLINS MARKET,F
5504,4010B003,1,EAST BALTIMORE MIDWAY,J
5505,0050080,1,SANDTOWN-WINCHESTER,J
5506,4164A009,1,DARLEY PARK,J
5507,4164A011,1,DARLEY PARK,J
5508,0274054,1,CARROLLTON RIDGE,J
5509,3032004,1,WALBROOK,H
5510,1572018,1,BIDDLE STREET,J
5511,7613027,1,CHERRY HILL,G
5512,0055C027,1,SANDTOWN-WINCHESTER,J
5513,0154046,1,POPPLETON,I
5514,0233008,1,HOLLINS MARKET,F
5515,4188A008,1,BELAIR-EDISON,H
5516,0758049,1,WASHINGTON VILLAGE/PIGTOWN,F
5517,2409B029G,1,NORTHWEST COMMUNITY ACTION,H
5518,4164B034,1,DARLEY PARK,J
5519,0233058,1,HOLLINS MARKET,F
5520,0078034,1,SANDTOWN-WINCHESTER,I
5521,3834025,1,HARWOOD,C
5522,3033024,1,WALBROOK,H
5523,3190A022,1,TOWANDA-GRANTLEY,J
5524,1111031,1,GREENMOUNT WEST,E
5525,4178A044,1,FOUR BY FOUR,I
5526,7089018,1,BROOKLYN,F
5527,2157023,1,PENROSE/FAYETTE STREET OUTREACH,I
5528,2145B026,1,MILLHILL,J
5529,2107A001B,1,MILLHILL,H
5530,0212023,1,UNION SQUARE,E
5531,1706019,1,BUTCHER'S HILL,B
5532,5411005,1,HAMILTON HILLS,D
5533,1625076,1,MILTON-MONTFORD,I
5534,1624063,1,MILTON-MONTFORD,I
5535,6262001,1,KRESSON,F
5536,4022023,1,EAST BALTIMORE MIDWAY,G
5537,1734045,1,WASHINGTON HILL,B
5538,0115008,1,HARLEM PARK,I
5539,0101044,1,HARLEM PARK,I
5540,2481038C,1,FRANKLINTOWN ROAD,J
5541,2377C078,1,MOSHER,I
5542,2419036,1,NORTHWEST COMMUNITY ACTION,I
5543,2303041,1,COPPIN HEIGHTS/ASH-CO-EAST,I
5544,3413027,1,PENN NORTH,I
5545,3230027,1,PARKVIEW/WOODBROOK,I
5546,3250033,1,LIBERTY SQUARE,G
5547,2942002,1,CALLAWAY-GARRISON,D
5548,0322019,1,DRUID HEIGHTS,E
5549,0193090,1,FRANKLIN SQUARE,J
5550,4114H025,1,COLDSTREAM HOMESTEAD MONTEBELLO,H
5551,4114B040,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5552,4108035,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
5553,4600029,1,LANGSTON HUGHES,I
5554,3976A032,1,WAVERLY,D
5555,1659086,1,MCELDERRY PARK,I
5556,1471036,1,BROADWAY EAST,J
5557,1471035,1,BROADWAY EAST,J
5558,1468021,1,BROADWAY EAST,I
5559,1608044,1,MILTON-MONTFORD,I
5560,7116049,1,BROOKLYN,I
5561,4019028,1,EAST BALTIMORE MIDWAY,G
5562,3347C046,1,GREENSPRING,I
5563,1118028,1,OLIVER,I
5564,1574034,1,BIDDLE STREET,J
5565,5915050,1,BELAIR-EDISON,H
5566,0190088,1,PENROSE/FAYETTE STREET OUTREACH,J
5567,4511H131,1,ARLINGTON,H
5568,1655085,1,MCELDERRY PARK,H
5569,1454019,1,BROADWAY EAST,J
5570,1452013,1,BROADWAY EAST,J
5571,3227009,1,MONDAWMIN,H
5572,2349031,1,EVERGREEN LAWN,I
5573,3210090,1,MONDAWMIN,J
5574,3228A031,1,PARKVIEW/WOODBROOK,I
5575,3402010,1,PENN NORTH,H
5576,0293063,1,SANDTOWN-WINCHESTER,J
5577,0073021,1,SANDTOWN-WINCHESTER,I
5578,2378040,1,MOSHER,I
5579,3407025,1,PENN NORTH,I
5580,3212017,1,MONDAWMIN,I
5581,0013A008,1,SANDTOWN-WINCHESTER,J
5582,0065039,1,SANDTOWN-WINCHESTER,J
5583,2345033,1,MIDTOWN-EDMONDSON,I
5584,0294026,1,PENN NORTH,J
5585,3417008,1,PENN NORTH,I
5586,0072044,1,SANDTOWN-WINCHESTER,J
5587,2475C061,1,FRANKLINTOWN ROAD,I
5588,4579026,1,CENTRAL PARK HEIGHTS,I
5589,2754018B,1,CONCERNED CITIZENS OF FOREST PARK,H
5590,1144044,1,JOHNSTON SQUARE,J
5591,2388A033,1,WINCHESTER,I
5592,0149029,1,FRANKLIN SQUARE,J
5593,0149035,1,FRANKLIN SQUARE,J
5594,2153116,1,PENROSE/FAYETTE STREET OUTREACH,I
5595,7437023,1,WESTPORT,H
5596,0685A044,1,RIDGELY'S DELIGHT,B
5597,7090029A,1,BROOKLYN,F
5598,7118020,1,BROOKLYN,I
5599,0242062,1,CARROLLTON RIDGE,J
5600,0233032,1,HOLLINS MARKET,F
5601,7201017,1,CURTIS BAY,H
5602,0192037,1,PENROSE/FAYETTE STREET OUTREACH,J
5603,0192036,1,PENROSE/FAYETTE STREET OUTREACH,J
5604,0164070,1,FRANKLIN SQUARE,G
5605,2175025,1,SHIPLEY HILL,J
5606,2170A069,1,SHIPLEY HILL,J
5607,2170A042,1,SHIPLEY HILL,J
5608,1647040,1,ELLWOOD PARK/MONUMENT,I
5609,1694019,1,MCELDERRY PARK,H
5610,1485010,1,BROADWAY EAST,J
5611,1215034,1,GAY STREET,G
5612,1099A015,1,OLIVER,J
5613,4041A033,1,EAST BALTIMORE MIDWAY,J
5614,1446086,1,BROADWAY EAST,I
5615,4061012,1,EAST BALTIMORE MIDWAY,J
5616,1423028,1,LITTLE ITALY,B
5617,7841A031,1,MORRELL PARK,H
5618,2252A016,1,SAINT JOSEPHS,H
5619,2243C010,1,SAINT JOSEPHS,I
5620,8030H011,1,UPLANDS,F
5621,1423016,1,LITTLE ITALY,B
5622,2138030G,1,MILLHILL,I
5623,4017027,1,EAST BALTIMORE MIDWAY,G
5624,4017003,1,EAST BALTIMORE MIDWAY,G
5625,0308040,1,DRUID HEIGHTS,I
5626,0298015,1,DRUID HEIGHTS,I
5627,0129111,1,HARLEM PARK,I
5628,0113042,1,HARLEM PARK,I
5629,4218019,1,FALLSTAFF,E
5630,0059036,1,SANDTOWN-WINCHESTER,J
5631,0064011,1,SANDTOWN-WINCHESTER,H
5632,7613016,1,CHERRY HILL,G
5633,1650001,1,CARE,C
5634,4163A021,1,DARLEY PARK,J
5635,4166050,1,DARLEY PARK,J
5636,2301043,1,EASTERWOOD,I
5637,2131B008,1,GWYNNS FALLS,H
5638,4793031,1,CYLBURN,F
5639,4171008,1,SOUTH CLIFTON PARK,J
5640,1657050,1,MCELDERRY PARK,I
5641,1155087,1,JOHNSTON SQUARE,H
5642,7075016,1,BROOKLYN,H
5643,0271039,1,CARROLLTON RIDGE,J
5644,0092015,1,HARLEM PARK,I
5645,0072070,1,SANDTOWN-WINCHESTER,J
5646,5475239C,1,NORTH HARFORD ROAD,D
5647,0293051,1,SANDTOWN-WINCHESTER,J
5648,0720035,1,CARROLLTON RIDGE,I
5649,4156005,1,SOUTH CLIFTON PARK,J
5650,2931009,1,CALLAWAY-GARRISON,D
5651,1811064,1,FELLS POINT,A
5652,0103020,1,HARLEM PARK,I
5653,1152026,1,JOHNSTON SQUARE,J
5654,0104021,1,HARLEM PARK,I
5655,0002015,1,EASTERWOOD,I
5656,4164014,1,DARLEY PARK,J
5657,1534004,1,BROADWAY EAST,J
5658,2541065,1,IRVINGTON,H
5659,4128005,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5660,3952029,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5661,2280047,1,LOWER EDMONDSON VILLAGE,I
5662,2530C111,1,YALE HEIGHTS,F
5663,3408049,1,PENN NORTH,I
5664,0321075,1,DRUID HEIGHTS,I
5665,6254C016,1,KRESSON,F
5666,2394048,1,MOSHER,I
5667,3301119,1,CENTRAL PARK HEIGHTS,I
5668,0027053,1,SANDTOWN-WINCHESTER,I
5669,0107054,1,MIDTOWN-EDMONDSON,J
5670,2445008,1,FRANKLINTOWN ROAD,I
5671,6181013,1,ORANGEVILLE,F
5672,1646023,1,ELLWOOD PARK/MONUMENT,I
5673,7257014,1,CURTIS BAY,H
5674,7419D024,1,WESTPORT,H
5675,3836A039,1,HARWOOD,E
5676,1651025,1,CARE,C
5677,2482B010,1,FRANKLINTOWN ROAD,J
5678,7096009,1,BROOKLYN,I
5679,1672096,1,MCELDERRY PARK,B
5680,2700003,1,WEST ARLINGTON,E
5681,4013B031,1,EAST BALTIMORE MIDWAY,J
5682,4050B016,1,WAVERLY,F
5683,4578007,1,CENTRAL PARK HEIGHTS,I
5684,1656074,1,MCELDERRY PARK,H
5685,2206A016,1,ROSEMONT HOMEOWNERS/TENANTS,I
5686,2424B024,1,ROSEMONT,I
5687,0076016,1,SANDTOWN-WINCHESTER,J
5688,2808035,1,MOUNT HOLLY,E
5689,1658063,1,MCELDERRY PARK,I
5690,2424B007,1,ROSEMONT,I
5691,2424B008,1,ROSEMONT,I
5692,7027A013,1,BROOKLYN,H
5693,0065040,1,SANDTOWN-WINCHESTER,J
5694,0053045,1,SANDTOWN-WINCHESTER,H
5695,1473017,1,BROADWAY EAST,J
5696,1454086,1,BROADWAY EAST,J
5697,1454049A,1,BROADWAY EAST,J
5698,1484030,1,BROADWAY EAST,J
5699,1505028,1,BEREA,I
5700,1454047,1,BROADWAY EAST,J
5701,0767004,1,WASHINGTON VILLAGE/PIGTOWN,F
5702,0266B028,1,WASHINGTON VILLAGE/PIGTOWN,F
5703,2424B037,1,ROSEMONT,I
5704,3418031,1,RESERVOIR HILL,E
5705,4736014,1,MOUNT WASHINGTON,
5706,5930011,1,BELAIR-EDISON,F
5707,3165001,1,PARK CIRCLE,I
5708,1454041,1,BROADWAY EAST,J
5709,0858034,1,WASHINGTON VILLAGE/PIGTOWN,E
5710,1773049,1,UPPER FELLS POINT,B
5711,7841B034,1,MORRELL PARK,H
5712,4166C011,1,DARLEY PARK,J
5713,2324005,1,EASTERWOOD,I
5714,1485038,1,BROADWAY EAST,J
5715,1522029,1,BEREA,I
5716,3265A012,1,MONDAWMIN,H
5717,4011B035,1,EAST BALTIMORE MIDWAY,J
5718,0272055,1,CARROLLTON RIDGE,J
5719,1535032,1,BROADWAY EAST,J
5720,1478081,1,BROADWAY EAST,I
5721,0225002,1,FRANKLIN SQUARE,I
5722,0280042,1,NEW SOUTHWEST/MOUNT CLARE,I
5723,4626A053,1,CENTRAL PARK HEIGHTS,I
5724,4626A059,1,CENTRAL PARK HEIGHTS,I
5725,4626A061,1,CENTRAL PARK HEIGHTS,I
5726,4747A047,1,CYLBURN,F
5727,4626A050,1,CENTRAL PARK HEIGHTS,I
5728,4626A048,1,CENTRAL PARK HEIGHTS,I
5729,4544D004,1,ARLINGTON,I
5730,1109062,1,OLIVER,I
5731,2358014,1,BRIDGEVIEW/GREENLAWN,H
5732,1642017,1,MCELDERRY PARK,I
5733,5370A027,1,LAURAVILLE,D
5734,0075006,1,SANDTOWN-WINCHESTER,J
5735,0128077,1,HARLEM PARK,I
5736,1572022,1,BIDDLE STREET,J
5737,1454034,1,BROADWAY EAST,J
5738,4601006,1,CENTRAL PARK HEIGHTS,I
5739,3312A005,1,CENTRAL PARK HEIGHTS,J
5740,3312024,1,CENTRAL PARK HEIGHTS,J
5741,3312A026,1,CENTRAL PARK HEIGHTS,J
5742,0696045,1,CARROLLTON RIDGE,J
5743,3303001,1,CENTRAL PARK HEIGHTS,I
5744,0036A041,1,SANDTOWN-WINCHESTER,G
5745,1611040,1,MADISON-EASTEND,I
5746,4070A065,1,BETTER WAVERLY,J
5747,0071051,1,MIDTOWN-EDMONDSON,J
5748,4137032,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5749,1145012,1,OLIVER,H
5750,1570089,1,MIDDLE EAST,J
5751,2442B012,1,ROSEMONT,I
5752,0107002,1,MIDTOWN-EDMONDSON,J
5753,4123A063,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5754,4001012,1,EAST BALTIMORE MIDWAY,G
5755,1678075,1,ELLWOOD PARK/MONUMENT,H
5756,0095063,1,MIDTOWN-EDMONDSON,J
5757,2243B018,1,SAINT JOSEPHS,I
5758,5152A004,1,MID-GOVANS,F
5759,4120023,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
5760,0264057,1,NEW SOUTHWEST/MOUNT CLARE,I
5761,4131027,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
5762,3265A014,1,MONDAWMIN,H
5763,4137060,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5764,0126011,1,HARLEM PARK,I
5765,0126015,1,HARLEM PARK,I
5766,5212015,1,WILSON PARK,H
5767,2949022,1,CALLAWAY-GARRISON,F
5768,1012062,1,SOUTH BALTIMORE,B
5769,5053024,1,KERNEWOOD,A
5770,3951025,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5771,5355003,1,LAURAVILLE,D
5772,7200009,1,CURTIS BAY,H
5773,0320061,1,UPTON,I
5774,4155031,1,BELAIR-EDISON,H
5775,0103017,1,HARLEM PARK,I
5776,0102007,1,HARLEM PARK,I
5777,0102008,1,HARLEM PARK,I
5778,6115013,1,BELAIR-EDISON,F
5779,4188A029,1,BELAIR-EDISON,H
5780,2377C060,1,MOSHER,I
5781,0313049,1,UPTON,I
5782,2218062,1,PENROSE/FAYETTE STREET OUTREACH,J
5783,0222055,1,BOYD-BOOTH,J
5784,0159A031,1,PENROSE/FAYETTE STREET OUTREACH,I
5785,7092003,1,BROOKLYN,F
5786,1521015,1,BEREA,I
5787,1460034,1,BROADWAY EAST,J
5788,3208038,1,MONDAWMIN,J
5789,1100037,1,OLIVER,G
5790,7445040,1,WESTPORT,H
5791,4388005,1,CHESWOLDE,B
5792,0175007,1,PENROSE/FAYETTE STREET OUTREACH,J
5793,1466078,1,BROADWAY EAST,I
5794,3312A004,1,CENTRAL PARK HEIGHTS,J
5795,4616098D,1,CENTRAL PARK HEIGHTS,I
5796,3323038,1,PARK CIRCLE,I
5797,2440003,1,ROSEMONT,I
5798,1448050,1,BROADWAY EAST,J
5799,0196025,1,FRANKLIN SQUARE,G
5800,0163114,1,FRANKLIN SQUARE,J
5801,0209003,1,FRANKLIN SQUARE,E
5802,2304011,1,COPPIN HEIGHTS/ASH-CO-EAST,I
5803,3022022,1,WALBROOK,H
5804,3008030,1,PANWAY/BRADDISH AVENUE,I
5805,2377C033,1,MOSHER,I
5806,2347029,1,MIDTOWN-EDMONDSON,I
5807,0095086,1,MIDTOWN-EDMONDSON,J
5808,0115093,1,HARLEM PARK,I
5809,0098016,1,HARLEM PARK,J
5810,0098022,1,HARLEM PARK,J
5811,0102013,1,HARLEM PARK,I
5812,6153024,1,ELLWOOD PARK/MONUMENT,I
5813,2718011,1,DORCHESTER,F
5814,0271100,1,CARROLLTON RIDGE,J
5815,0273061,1,CARROLLTON RIDGE,J
5816,0242071,1,CARROLLTON RIDGE,J
5817,0241003,1,CARROLLTON RIDGE,J
5818,0215043,1,UNION SQUARE,E
5819,1671067,1,MCELDERRY PARK,E
5820,4021C077,1,EAST BALTIMORE MIDWAY,I
5821,1456076,1,BROADWAY EAST,I
5822,4010N019,1,EAST BALTIMORE MIDWAY,J
5823,1522010,1,BEREA,I
5824,4169022,1,SOUTH CLIFTON PARK,J
5825,1116074,1,OLIVER,I
5826,0089034,1,HARLEM PARK,I
5827,0308038,1,DRUID HEIGHTS,I
5828,0329010,1,DRUID HEIGHTS,E
5829,6159022,1,ELLWOOD PARK/MONUMENT,H
5830,6151008,1,ELLWOOD PARK/MONUMENT,I
5831,1686028,1,CARE,C
5832,0265025,1,NEW SOUTHWEST/MOUNT CLARE,I
5833,2243C039K,1,SAINT JOSEPHS,I
5834,8415001D,1,FRANKLINTOWN,E
5835,7119005,1,BROOKLYN,I
5836,0020049I,1,SANDTOWN-WINCHESTER,J
5837,8032033,1,WESTGATE,B
5838,2205064,1,ROSEMONT HOMEOWNERS/TENANTS,I
5839,6629D028,1,GREEKTOWN,D
5840,0129106,1,HARLEM PARK,I
5841,3407044,1,PENN NORTH,I
5842,2377E012,1,ROSEMONT HOMEOWNERS/TENANTS,H
5843,1645085,1,ELLWOOD PARK/MONUMENT,I
5844,1505042,1,BEREA,I
5845,1656063,1,MCELDERRY PARK,H
5846,4139002,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
5847,1642050,1,MCELDERRY PARK,I
5848,1678093,1,ELLWOOD PARK/MONUMENT,H
5849,0251005,1,HOLLINS MARKET,F
5850,7649A045,1,CHERRY HILL,H
5851,2908002,1,FOREST PARK,F
5852,0393036,1,UPTON,G
5853,2170B039,1,SHIPLEY HILL,J
5854,2290A029,1,ALLENDALE,G
5855,4166C040,1,DARLEY PARK,J
5856,5138A611F,1,CHINQUAPIN PARK,D
5857,7264006,1,CURTIS BAY,H
5858,1849024,1,CANTON,A
5859,5216035,1,WRENLANE,H
5860,3034004,1,WALBROOK,H
5861,7200046,1,CURTIS BAY,H
5862,3212022,1,MONDAWMIN,I
5863,1556043,1,BIDDLE STREET,J
5864,2292A014,1,ALLENDALE,G
5865,1483022,1,BROADWAY EAST,J
5866,1517029,1,BROADWAY EAST,I
5867,1484009,1,BROADWAY EAST,J
5868,2364A009,1,EVERGREEN LAWN,H
5869,0495019,1,MID-TOWN BELVEDERE,A
5870,2295034,1,ALLENDALE,H
5871,0307005,1,DRUID HEIGHTS,I
5872,0107067,1,MIDTOWN-EDMONDSON,J
5873,3037005,1,MOUNT HOLLY,E
5874,3234013,1,PARKVIEW/WOODBROOK,H
5875,1627018,1,MADISON-EASTEND,I
5876,0083071,1,MIDTOWN-EDMONDSON,J
5877,1711036,1,PATTERSON PARK NEIGHBORHOOD,B
5878,0161073,1,PENROSE/FAYETTE STREET OUTREACH,J
5879,3403050,1,PENN NORTH,I
5880,2717006,1,DORCHESTER,F
5881,7057014,1,BROOKLYN,H
5882,3823024,1,BARCLAY,I
5883,3403076,1,PENN NORTH,I
5884,1144064,1,JOHNSTON SQUARE,J
5885,0288079,1,CARROLLTON RIDGE,J
5886,4041007,1,EAST BALTIMORE MIDWAY,I
5887,0389019,1,CHARLES NORTH,C
5888,0055D051,1,SANDTOWN-WINCHESTER,J
5889,2197021A,1,CARROLL-SOUTH HILTON,H
5890,7076008,1,BROOKLYN,H
5891,4616012,1,CENTRAL PARK HEIGHTS,I
5892,1612021,1,MADISON-EASTEND,I
5893,0340038,1,UPTON,H
5894,0123020,1,HARLEM PARK,I
